,u,g,r,i,z,class,redshift
0,18.69254,17.13867,16.55555,16.34662,16.176389999999998,0.0,0.0001146536
26,19.136689999999998,17.43355,17.09256,16.9169,16.58885,1.0,0.01901987
34,18.725820000000002,17.54478,17.06506,16.88649,16.7968,0.0,-1.507582e-05
39,19.16617,17.57986,16.80475,16.35483,16.0194,1.0,0.06102166
49,18.95918,17.09173,16.25019,15.834129999999998,15.55686,1.0,0.06445618
51,18.78726,17.12819,16.402160000000002,16.11632,15.97406,0.0,-1.3056480000000001e-05
56,19.10489,17.75827,17.06874,16.64225,16.35363,1.0,0.07853939
90,18.715310000000002,17.14026,16.559160000000002,16.34495,16.244139999999998,0.0,-1.08831e-05
91,18.840970000000002,17.42277,16.88515,16.69957,16.61958,0.0,-1.988818e-05
103,19.04156,17.733929999999997,17.092879999999997,16.69314,16.44939,1.0,0.06960275
114,18.32765,17.16866,16.73375,16.4772,16.324720000000003,1.0,0.07769189
133,18.223370000000003,17.086129999999997,16.64476,16.45212,16.364729999999998,0.0,0.0001755015
136,19.0098,17.45665,16.80615,16.57423,16.445710000000002,0.0,7.839563e-05
160,18.297320000000003,16.99755,16.42322,16.12302,15.896729999999998,1.0,0.03987529
186,18.85065,17.523239999999998,16.92255,16.49549,16.30095,1.0,0.07700107
194,18.28288,17.22625,16.72198,16.25446,16.09122,1.0,0.06918785
198,18.23939,17.12482,16.699289999999998,16.44302,16.28235,1.0,0.06097141
225,19.20944,17.32851,16.43975,16.03151,15.71471,1.0,0.05453685
238,19.19888,17.113970000000002,16.268079999999998,15.98939,15.821929999999998,0.0,8.864384e-05
247,18.707179999999997,17.4128,16.83565,16.60294,16.471,0.0,0.0002261913
255,18.493389999999998,17.00476,16.47646,16.29245,16.20384,0.0,6.362859000000001e-05
260,18.53399,17.18161,16.763479999999998,16.47679,16.451520000000002,1.0,0.04619972
269,19.107779999999998,17.42259,16.74783,16.28059,16.1785,1.0,0.07627614
283,18.97259,17.822570000000002,17.30695,16.977420000000002,16.73816,1.0,0.03926732
307,19.08878,17.75246,17.29225,16.98637,16.801389999999998,1.0,0.06898549
309,19.13616,17.82907,17.34705,17.07743,16.86572,1.0,0.03591865
310,18.48315,17.163520000000002,16.784670000000002,16.63071,16.8757,1.0,0.02443031
318,19.108729999999998,17.73261,17.21206,17.01494,16.90106,0.0,0.0001602751
319,18.7207,17.02971,16.28517,15.9006,15.62995,1.0,0.03678539
320,19.065820000000002,17.25153,16.40944,16.06056,15.76619,1.0,0.05874074
360,19.11518,17.61022,17.05734,16.85405,16.74405,0.0,0.00015031069999999998
363,18.73709,17.64591,17.19056,16.9006,16.69735,1.0,0.04983363
378,18.603920000000002,17.449479999999998,16.9347,16.54786,16.34064,1.0,0.07114511
395,19.08744,17.7778,17.09646,16.72824,16.54169,1.0,0.06733903
406,18.20498,16.93971,16.843510000000002,16.83045,16.80947,0.0,-1.664955e-05
412,18.51657,17.10228,16.56215,16.35033,16.23314,0.0,8.686886e-06
426,19.04084,17.820999999999998,17.29685,16.95141,16.701179999999997,1.0,0.05766923
428,18.23355,16.83151,16.44484,16.274729999999998,16.12223,1.0,0.03447077
435,18.18745,17.09756,16.65693,16.51115,16.49342,0.0,0.00016480150000000002
436,18.80469,17.87889,16.709220000000002,16.52393,16.42376,0.0,7.298453e-05
449,18.51565,17.26473,16.77735,16.61356,16.52149,0.0,1.3531329999999997e-05
450,19.01773,17.68908,17.09352,16.799129999999998,16.576079999999997,1.0,0.03870048
452,18.57484,17.45172,17.03879,16.836170000000003,16.72985,1.0,0.02847886
453,18.46582,16.9898,16.26396,15.84818,15.54765,1.0,0.0775817
462,18.882620000000003,17.11356,16.31854,15.95065,15.6636,1.0,0.06893987
480,18.98364,17.283929999999998,16.48465,16.11117,15.861379999999999,1.0,0.07537834
494,18.39406,16.94475,16.4514,16.29561,16.22816,0.0,-3.309034e-05
511,18.38353,17.3095,16.962970000000002,16.72305,16.60909,1.0,0.04856721
519,18.87418,17.48917,16.96079,16.76294,16.66895,0.0,3.268256e-05
551,19.06729,17.33672,16.670920000000002,16.29363,16.0346,1.0,0.053262800000000006
560,18.51441,17.306520000000003,16.8156,16.5693,16.621389999999998,1.0,0.009122205999999999
580,18.802529999999997,17.30815,16.45126,16.031570000000002,15.6647,1.0,0.02136467
585,18.99655,17.86052,17.25065,16.85453,16.627760000000002,1.0,0.07734098
589,18.634420000000002,17.41629,16.89397,16.657,16.56427,0.0,0.0006713964
599,18.61261,17.25059,16.71379,16.51233,16.43086,0.0,-2.8047670000000004e-05
604,18.16204,17.084570000000003,16.649720000000002,16.35355,16.17033,1.0,0.07455731
615,18.89346,17.40636,16.73866,16.42101,16.24447,0.0,0.00010504440000000001
628,18.52702,17.44107,17.07325,16.94302,16.90406,0.0,4.583284000000001e-05
662,18.5325,17.45297,17.04168,16.791629999999998,16.64881,1.0,0.04585801
668,18.15955,17.122020000000003,16.73011,16.45934,16.32714,1.0,0.07318926
686,18.272289999999998,17.011029999999998,16.46431,16.13064,15.88504,1.0,0.041882300000000004
690,18.53787,17.11841,16.43196,16.05398,15.767920000000002,1.0,0.03682172
695,19.11109,17.80836,17.32715,17.032320000000002,16.917720000000003,1.0,0.05715296
703,19.03213,17.19443,16.35042,15.937870000000002,15.62374,1.0,0.06593488
706,18.820439999999998,17.3051,16.6067,16.31491,16.16254,0.0,5.418566999999999e-05
712,18.54114,17.12699,16.52795,16.26175,16.09574,0.0,0.00012821879999999999
762,18.53061,17.11486,16.41628,15.9586,15.65335,1.0,0.05532756
765,19.21811,17.77409,17.05003,16.64181,16.35594,1.0,0.07566511
773,19.00647,17.21891,16.38492,15.943970000000002,15.593210000000001,1.0,0.0518445
779,18.33765,17.20342,16.778760000000002,16.622239999999998,16.602710000000002,0.0,2.7932659999999995e-05
783,18.24009,16.99077,16.46647,16.189870000000003,16.03116,1.0,0.04936688
788,18.19471,16.986710000000002,16.593970000000002,16.35069,16.218629999999997,1.0,0.04034506
796,18.923579999999998,17.72717,17.3181,17.05256,16.91253,1.0,0.07788773
811,18.98544,17.49077,16.92088,16.70062,16.632070000000002,0.0,7.87175e-05
848,18.75044,17.46321,16.92738,16.646379999999997,16.45518,1.0,0.038538300000000004
873,18.67357,17.39261,16.82245,16.406010000000002,16.15519,1.0,0.06585002
886,18.43972,17.20356,16.639689999999998,16.299879999999998,16.116020000000002,1.0,0.07617746
889,18.91508,17.70307,17.18829,16.907420000000002,16.73602,1.0,0.05215954
894,18.6483,17.731360000000002,17.33911,17.12068,16.97343,1.0,0.03247028
899,18.580470000000002,17.06103,16.45717,16.22721,16.11329,0.0,0.0006193007
901,19.243679999999998,17.43391,16.69517,16.42531,16.2573,0.0,0.0003882105
908,18.85381,17.253529999999998,16.46261,16.07416,15.739220000000001,1.0,0.03138112
909,18.2298,17.32666,17.07161,16.959239999999998,16.92118,0.0,-1.2036e-05
914,18.48667,17.364810000000002,16.89764,16.709020000000002,16.62255,0.0,0.000704729
919,18.39755,16.945729999999998,16.29809,15.907620000000001,15.59176,1.0,0.04346794
921,18.886860000000002,17.41483,16.8013,16.57866,16.49071,1.0,0.0
928,18.710279999999997,17.54938,17.1845,16.96838,16.8418,1.0,0.02708126
932,19.22502,17.71733,16.95356,16.53422,16.25405,1.0,0.06290114
935,19.000239999999998,17.69764,17.132929999999998,16.8336,16.58376,1.0,0.07549584
936,18.49204,17.27511,16.64206,16.24964,15.999310000000001,1.0,0.07351929
946,18.19856,17.21931,16.943260000000002,16.8337,16.815179999999998,0.0,0.00012992020000000002
959,18.66021,17.511860000000002,17.0628,16.792279999999998,16.57501,1.0,0.03871051
970,18.81909,17.54808,16.99785,16.70309,16.5352,1.0,0.05056615
971,19.09313,17.18815,16.32283,15.907770000000001,15.584389999999999,1.0,0.05136791
974,18.27826,17.10973,16.53987,16.10833,15.876170000000002,1.0,0.06729464
978,18.313470000000002,17.16828,16.7522,16.47723,16.32999,1.0,0.05027864
980,18.19999,17.25036,16.90775,16.77587,16.76436,0.0,0.0006110388
981,18.63601,17.27522,16.70804,16.42084,16.16631,1.0,0.03164083
986,18.91851,17.81249,17.35856,16.998079999999998,16.82293,1.0,0.07309500000000001
995,18.2932,17.292270000000002,16.87876,16.72031,16.529729999999997,1.0,0.01798549
1008,18.345679999999998,17.07895,16.643729999999998,16.49427,16.463639999999998,0.0,0.0002590341
1010,18.6528,17.50354,17.0413,16.81493,16.84114,1.0,0.03436773
1013,18.28085,16.86551,16.2287,15.9215,15.76186,0.0,3.2299999999999997e-07
1017,18.87913,17.76024,17.33565,17.037679999999998,16.98715,1.0,0.05698375
1019,19.11425,17.46773,16.69501,16.286260000000002,15.9894,1.0,0.06679055
1024,18.3565,16.90162,16.37434,16.19494,16.127879999999998,0.0,-3.6947699999999998e-06
1047,18.57282,17.3941,16.935010000000002,16.629260000000002,16.493389999999998,1.0,0.04288927
1054,18.57159,17.12116,16.45019,16.06719,15.800070000000002,1.0,0.07325768
1068,18.82819,17.73047,17.14423,16.8901,16.62596,1.0,0.01777156
1071,18.96967,17.26216,16.582160000000002,16.32709,16.21572,0.0,5.4344899999999995e-05
1076,18.3463,17.03179,16.48157,16.12913,15.94771,1.0,0.05714400000000001
1077,18.265060000000002,17.10461,16.65019,16.35284,16.26451,1.0,0.06982954
1083,19.24053,17.57752,16.80169,16.37655,16.05339,1.0,0.06960491
1088,18.72179,17.424979999999998,16.90889,16.68059,16.59615,0.0,0.0003240931
1122,18.24152,17.36694,17.11749,17.00711,16.990879999999997,0.0,7.8991e-05
1125,18.43919,17.23133,16.66666,16.42738,16.298189999999998,0.0,-3.334051e-05
1136,18.86071,17.05857,16.27137,15.85721,15.56396,1.0,0.06138999
1146,18.83185,17.45932,16.86696,16.55087,16.40407,1.0,0.05353559
1155,18.55781,17.65878,17.287570000000002,16.93345,16.81343,1.0,0.06737303
1156,18.34628,17.47832,17.0785,16.81289,16.64862,1.0,0.05564599
1164,18.78024,17.347379999999998,16.83482,16.477829999999997,16.25473,1.0,0.05555582
1172,18.20245,16.82236,16.18971,15.86616,15.599210000000001,1.0,0.03950401
1178,18.61785,17.54293,17.190070000000002,16.94687,16.858829999999998,1.0,0.0559881
1185,18.39122,17.161820000000002,16.76451,16.60714,16.53608,0.0,7.191366e-05
1203,18.77552,17.47009,16.96481,16.78588,16.70255,0.0,9.870207000000001e-05
1210,18.86361,17.0002,16.27385,16.0059,15.87021,0.0,1.338185e-05
1222,18.275129999999997,17.10325,16.6445,16.40479,16.22257,1.0,0.03213364
1226,18.89254,17.04601,16.187929999999998,15.9993,15.62238,0.0,-3.3138109999999994e-05
1231,18.40907,17.24474,16.85055,16.66508,16.572229999999998,1.0,0.03080757
1239,18.7035,17.58253,17.09587,16.722839999999998,16.51964,1.0,0.06012044
1244,18.77253,17.639429999999997,17.12124,16.90192,16.80479,0.0,0.00019214080000000002
1250,19.2365,17.83504,17.29855,17.089679999999998,16.99223,0.0,1.303817e-05
1262,18.45037,17.150760000000002,16.640320000000003,16.34136,16.15754,1.0,0.02774078
1279,18.883229999999998,17.542289999999998,17.017889999999998,16.75376,16.72259,1.0,0.03208113
1288,19.20984,17.60535,17.00433,16.77518,16.658910000000002,0.0,6.263060999999999e-05
1289,18.5629,17.376379999999997,16.83822,16.47843,16.29918,1.0,0.07032876
1293,18.72992,16.92716,16.2974,16.0811,15.989970000000001,0.0,-3.057908e-05
1296,18.477999999999998,17.44679,17.01908,16.80424,16.59445,1.0,0.01982889
1300,19.12451,17.80898,17.25037,17.03827,16.94539,0.0,0.00011913280000000001
1311,18.76921,17.40597,16.71704,16.35255,16.0679,1.0,0.04991827
1314,18.848770000000002,17.622629999999997,17.054370000000002,16.7198,16.4559,1.0,0.04675511
1321,18.331229999999998,16.98334,16.35715,15.960239999999999,15.74049,1.0,0.07597131
1327,19.09796,17.34509,16.54681,16.157020000000003,15.85711,1.0,0.05026464
1340,19.22945,17.32633,16.42146,15.96703,15.69271,1.0,0.07501084
1341,19.05433,17.31279,16.49012,16.02143,15.641589999999999,1.0,0.05611091
1345,18.86658,17.35857,16.55041,16.15602,15.843729999999999,1.0,0.07631314
1356,18.54801,17.14668,16.57316,16.337320000000002,16.216720000000002,0.0,-1.096837e-05
1381,18.81898,17.48216,16.77225,16.32894,16.02688,1.0,0.06537782
1387,19.21647,17.30419,16.41095,15.96534,15.65375,1.0,0.05355626
1419,18.38193,17.45267,17.12079,16.99475,16.94237,0.0,0.0002588697
1421,18.958389999999998,17.73125,17.17075,16.79131,16.57849,1.0,0.06319243
1422,18.25291,16.92621,16.272029999999997,15.92255,15.68539,1.0,0.0159693
1424,18.67216,17.584789999999998,17.23457,17.01149,16.8835,1.0,0.03291672
1425,18.40674,17.02243,16.34827,15.98872,15.70474,1.0,0.028133799999999997
1446,19.14688,17.611,16.958560000000002,16.726029999999998,16.58915,0.0,8.094374e-05
1459,18.7432,17.005760000000002,16.27501,15.98451,15.822560000000001,0.0,8.816779e-05
1474,18.27062,16.78494,16.17515,15.94815,15.81705,0.0,2.235027e-05
1478,18.956020000000002,17.52523,17.02893,16.82677,16.73653,0.0,6.473326e-05
1488,18.83149,17.37235,16.79265,16.47629,16.33742,1.0,0.06042482
1489,18.493920000000003,17.36944,16.87552,16.668960000000002,16.5708,0.0,9.541950000000001e-05
1524,19.15672,17.194960000000002,16.36186,16.03913,15.86076,0.0,1.353625e-05
1529,18.492520000000003,17.315160000000002,17.005329999999997,16.930770000000003,16.90217,0.0,3.790275e-06
1533,19.238310000000002,17.3207,16.473370000000003,16.071379999999998,15.73714,1.0,0.04452216
1536,18.97871,17.5744,17.14967,16.867,16.61525,1.0,0.03817844
1542,18.88214,17.191760000000002,16.39751,15.92658,15.576360000000001,1.0,0.05353009999999999
1544,18.70436,17.43732,16.98066,16.6982,16.52279,1.0,0.06764524
1547,18.313579999999998,16.891070000000003,16.26835,15.890070000000001,15.57562,1.0,0.04305045
1551,18.93899,17.36448,16.57951,16.12884,15.81434,1.0,0.05606942
1552,18.37044,17.35683,16.99965,16.69826,16.53,1.0,0.07412358
1556,18.15396,17.23699,16.91828,16.76634,16.73904,0.0,0.0004164442
1557,18.73422,17.165670000000002,16.591639999999998,16.39303,16.30259,0.0,8.049629e-05
1567,18.582520000000002,17.41893,16.956529999999997,16.80053,16.70225,0.0,0.00026172150000000003
1568,18.3725,17.12794,16.672420000000002,16.50234,16.44557,0.0,0.000119459
1598,19.219279999999998,17.74815,17.23098,17.06382,16.97427,0.0,-1.7184839999999999e-07
1613,18.46334,17.38607,16.9687,16.69466,16.52349,1.0,0.05301813
1615,18.63222,17.60998,17.16389,16.807270000000003,16.67116,1.0,0.07569554
1622,18.534979999999997,16.99454,16.39871,16.22772,16.03592,0.0,6.38397e-05
1634,18.61743,17.57102,17.218339999999998,16.987920000000003,16.841839999999998,1.0,0.05811963
1646,19.08495,17.85604,17.2421,16.91568,16.62724,1.0,0.06292284
1651,18.231720000000003,17.26519,16.98849,16.867620000000002,16.80546,0.0,0.0008899521000000001
1662,19.08859,17.797279999999997,17.113960000000002,16.73657,16.4562,1.0,0.05495303
1674,18.67509,17.34374,16.79945,16.59283,16.410420000000002,1.0,0.01886455
1696,18.69697,17.31971,16.79593,16.628729999999997,16.593629999999997,0.0,-2.7564829999999996e-05
1710,19.09671,17.81599,17.24585,16.84826,16.60722,1.0,0.06703713
1714,18.92008,17.347070000000002,16.56824,16.197879999999998,15.92491,1.0,0.02428178
1719,19.07423,17.46745,16.66787,16.2317,15.9279,1.0,0.07020496
1729,18.50602,17.60104,17.27877,16.87645,16.7916,1.0,0.05857291
1730,18.9152,17.69677,17.2517,16.978089999999998,16.86822,1.0,0.06607476
1747,18.73248,17.38733,16.93246,16.64201,16.454279999999997,1.0,0.05721604
1758,18.37434,17.16325,16.59763,16.42309,16.15691,1.0,0.04151752
1764,18.28654,17.29557,17.01205,16.908079999999998,16.86251,0.0,0.0002948314
1775,18.48975,17.328229999999998,16.86686,16.63901,16.50139,1.0,0.02232643
1780,18.60024,17.0901,16.4498,16.12979,15.9132,1.0,0.04634361
1801,18.66538,17.65233,17.26592,16.93628,16.83614,1.0,0.07518017
1803,18.263679999999997,17.247429999999998,16.775,16.58071,16.497889999999998,0.0,2.02232e-05
1806,18.22352,16.93773,16.29107,15.887170000000001,15.59513,1.0,0.05075565
1809,18.86042,17.75519,17.30002,16.9792,16.81246,1.0,0.07746357
1816,18.17213,17.10782,16.710079999999998,16.55752,16.48723,0.0,0.00011743
1833,18.30116,17.37321,17.059070000000002,16.96698,16.94895,0.0,0.0002486934
1859,18.64066,17.42001,16.93073,16.6573,16.45893,1.0,0.06116142
1891,18.54513,17.22266,16.60183,16.29213,16.041,1.0,0.07474638
1892,18.872989999999998,17.63844,17.00698,16.62696,16.39301,1.0,0.05108585
1896,18.1994,17.35183,17.0848,16.98047,16.96029,0.0,0.0001476108
1900,19.10971,17.264470000000003,16.38542,15.997,15.670470000000002,1.0,0.06673873
1930,18.404770000000003,17.458660000000002,17.1829,16.90129,16.777260000000002,1.0,0.05988381
1931,18.70699,17.26774,16.7309,16.42507,16.21745,1.0,0.05277221
1934,18.19418,17.43052,17.23244,17.06338,16.94289,1.0,0.03419787
1936,18.68743,17.12236,16.46455,16.20788,16.07677,0.0,5.0965859999999997e-05
1943,18.78815,17.55669,16.98863,16.638679999999997,16.41827,1.0,0.06136371
1945,18.42863,17.087529999999997,16.4854,16.12557,15.8819,1.0,0.05334785
1947,19.081570000000003,17.41689,16.56137,16.179270000000002,15.8684,1.0,0.06477281
1955,18.3642,16.943189999999998,16.4234,16.24592,16.16556,0.0,8.623392e-05
1957,19.10642,17.764020000000002,17.15476,16.808320000000002,16.57385,1.0,0.07622299
1970,19.21402,17.27192,16.38074,15.96969,15.623439999999999,1.0,0.07562565
1973,18.8352,17.678910000000002,17.2333,17.03862,16.954420000000002,0.0,0.0005536108
1977,18.24328,17.26268,16.814870000000003,16.55258,16.39355,1.0,0.05646687
1983,18.79201,17.715870000000002,17.31064,17.092389999999998,16.98464,1.0,0.03146952
1987,18.88205,17.2138,16.4865,16.17278,16.03126,0.0,7.327286999999999e-05
1992,18.66302,17.32072,16.694470000000003,16.33614,16.0559,1.0,0.02455376
2019,18.40084,17.4481,17.23927,16.974829999999997,16.898670000000003,1.0,0.05001802
2026,18.77131,17.7186,17.34414,17.04336,16.91401,1.0,0.05855611
2036,18.52352,17.071939999999998,16.5546,16.39505,16.318089999999998,0.0,-7.089356e-07
2058,18.63989,17.517210000000002,17.19407,16.9765,16.86691,1.0,0.07051779
2060,18.43123,17.36957,17.01707,16.737370000000002,16.641820000000003,1.0,0.04883192
2063,19.16432,17.87799,17.16705,16.7358,16.491,1.0,0.06940851
2065,18.995179999999998,17.8019,17.29128,16.963910000000002,16.76315,1.0,0.06538106
2068,18.35128,17.41946,17.08804,16.97849,16.94829,0.0,0.0001971318
2074,19.08776,17.38027,16.533179999999998,16.10782,15.741620000000001,1.0,0.03406081
2078,19.21777,17.50691,16.77221,16.40842,16.1406,1.0,0.05361552
2084,18.36039,17.23198,16.7872,16.61269,16.5272,0.0,4.7219659999999995e-05
2089,18.951710000000002,17.76074,17.243879999999997,16.89646,16.69724,1.0,0.0748955
2106,18.70635,17.230629999999998,16.64595,16.40663,16.267570000000003,0.0,-8.57e-07
2107,18.19331,17.071360000000002,16.48384,16.13562,15.82102,1.0,0.03172114
2112,18.61711,17.188,16.51289,16.10707,15.817860000000001,1.0,0.04823654
2124,18.65665,17.34854,16.8032,16.49589,16.255010000000002,1.0,0.05061817
2128,19.01567,17.48527,16.708679999999998,16.32631,16.01686,1.0,0.07852211
2134,18.50385,17.1682,16.521729999999998,16.16185,15.885470000000002,1.0,0.047718
2154,18.96503,17.71388,17.096320000000002,16.81069,16.64196,0.0,0.0001252683
2160,18.84273,17.46808,16.86745,16.609,16.45419,0.0,0.0002906235
2162,18.27611,17.07667,16.60136,16.33783,16.165789999999998,1.0,0.0323952
2177,18.47028,17.331789999999998,16.91528,16.7191,16.63063,0.0,-3.2550270000000004e-05
2199,18.16232,16.92756,16.50543,16.3485,16.3024,0.0,0.0001789632
2201,18.4138,17.330189999999998,17.00917,16.73481,16.648889999999998,1.0,0.05853376
2204,18.91463,17.543689999999998,16.896420000000003,16.482329999999997,16.19115,1.0,0.04518367
2240,18.4801,17.483929999999997,17.14433,17.01686,16.98919,0.0,0.00030205360000000003
2247,18.25812,17.1578,16.64405,16.4326,16.3406,0.0,0.0002924469
2248,19.224429999999998,17.6067,16.86769,16.509829999999997,16.21857,1.0,0.04416705
2254,18.357429999999997,17.20461,16.71354,16.5186,16.41602,0.0,0.0001071827
2258,19.09892,17.79578,17.06725,16.6288,16.33705,1.0,0.07083911
2259,18.568260000000002,17.546039999999998,17.15276,16.895039999999998,16.72879,1.0,0.05357005
2266,18.726329999999997,17.31113,16.70918,16.443360000000002,16.24766,1.0,0.04733645
2267,18.56401,17.37108,16.933020000000003,16.65774,16.4853,1.0,0.04354761
2283,19.18808,17.290329999999997,16.35419,15.896220000000001,15.546429999999999,1.0,0.07642011
2286,18.75381,17.31808,16.66647,16.29,16.05315,1.0,0.07545868
2289,18.74674,17.41133,16.92185,16.60949,16.52599,1.0,0.057351099999999995
2293,19.14676,17.39368,16.59883,16.22315,15.95035,1.0,0.07080446
2295,18.9754,17.21196,16.377979999999997,16.016779999999997,15.72305,1.0,0.05822391
2299,18.6118,17.462770000000003,17.03531,16.71971,16.52875,1.0,0.06293067
2305,19.18206,17.331120000000002,16.55284,16.2308,16.05445,0.0,1.2811889999999998e-05
2313,18.725939999999998,17.61496,17.20753,17.05604,16.964170000000003,0.0,-2.690087e-05
2316,18.798189999999998,17.62037,17.192629999999998,16.8715,16.68451,1.0,0.05102345
2320,18.167170000000002,17.24624,16.99836,16.89986,16.86489,0.0,0.0005344726999999999
2347,18.623479999999997,17.38327,16.86863,16.55388,16.34104,1.0,0.0509174
2349,18.71051,17.4044,16.90173,16.57355,16.408929999999998,1.0,0.06291502
2354,18.49646,17.57793,17.253510000000002,17.09313,16.94334,1.0,0.03347815
2359,18.656470000000002,17.71348,17.29275,17.1027,16.93822,1.0,0.01143036
2369,18.68269,17.10688,16.354570000000002,15.952639999999999,15.66265,1.0,0.06262816
2373,18.90823,17.57254,17.17502,16.94308,16.97929,1.0,0.02999244
2377,18.534660000000002,17.1638,16.63832,16.30985,16.13196,1.0,0.04278868
2378,19.08284,17.249470000000002,16.46261,16.07486,15.801960000000001,1.0,0.03572111
2391,18.71575,17.21879,16.68427,16.50122,16.41858,0.0,0.0002845964
2422,18.868570000000002,17.70717,17.23072,16.93954,16.71001,1.0,0.05714568
2427,19.14826,17.20981,16.28496,15.953879999999998,15.78235,0.0,0.00019738389999999999
2433,19.15551,17.43852,16.778589999999998,16.5728,16.4475,0.0,3.5687529999999995e-05
2455,19.18293,17.23969,16.29029,15.89449,15.608579999999998,1.0,0.07311124
2460,18.64528,17.48367,17.03069,16.7597,16.6503,1.0,0.05693163
2465,18.43635,16.95766,16.23386,15.843810000000001,15.58761,1.0,0.06600189999999999
2473,19.13862,17.17633,16.41677,15.99505,15.67847,1.0,0.07364443
2480,18.99615,17.18664,16.59297,16.26609,16.03172,1.0,0.02933223
2497,19.235770000000002,17.78163,17.10274,16.81638,16.6317,0.0,0.00023342880000000002
2507,18.814410000000002,17.65703,17.20936,16.9327,16.74375,1.0,0.05471752
2512,18.80641,17.52939,16.96826,16.557270000000003,16.228260000000002,1.0,0.04450238
2517,18.74764,17.000339999999998,16.272560000000002,15.998320000000001,15.86839,0.0,2.845737e-05
2519,18.6088,17.52187,17.12905,16.95103,16.89711,1.0,0.04329788
2525,18.53705,17.576539999999998,17.2224,16.84695,16.75241,1.0,0.07060415
2527,18.9252,17.46317,16.88486,16.666520000000002,16.566029999999998,0.0,1.924227e-06
2530,18.46375,17.23925,16.65705,16.29071,16.11109,1.0,0.05292585
2545,18.92047,17.57388,17.05555,16.83551,16.76608,1.0,0.0
2551,18.40539,17.2669,16.84605,16.59158,16.4448,1.0,0.06137818
2552,18.55315,17.42908,17.07004,16.92747,16.89564,0.0,0.00019911349999999998
2555,18.786270000000002,17.31486,16.65332,16.396160000000002,16.23934,0.0,5.141991e-05
2582,19.224870000000003,17.18297,16.32274,15.99775,15.818610000000001,0.0,0.00014177719999999998
2587,19.12764,17.16986,16.53999,16.42149,16.21919,0.0,0.0001029309
2590,18.167289999999998,16.830579999999998,16.48389,16.3074,16.130129999999998,1.0,0.03460394
2596,18.89368,17.3616,16.76858,16.45172,16.31502,1.0,0.02544127
2604,18.25147,16.98479,16.5289,16.636960000000002,16.332639999999998,0.0,8.025955e-05
2606,18.81737,17.599439999999998,17.092129999999997,16.87947,16.804489999999998,0.0,0.0005754815
2610,18.787979999999997,17.27448,16.46987,16.00137,15.67138,1.0,0.07550742
2615,18.95853,17.36799,16.61208,16.27441,15.996020000000001,1.0,0.027828500000000003
2626,18.73049,17.56926,17.03111,16.716520000000003,16.52069,1.0,0.0630831
2637,19.18447,17.85717,17.23621,16.88255,16.62461,1.0,0.06077082
2642,19.072779999999998,17.81891,17.28698,16.95713,16.74758,1.0,0.07483452
2647,18.866870000000002,17.8285,17.36521,17.023410000000002,16.86786,1.0,0.06608807
2649,18.52058,17.04316,16.38405,16.15292,16.04576,0.0,0.0005369771
2650,19.23808,17.6198,16.918120000000002,16.64728,16.52038,0.0,-2.6118420000000002e-05
2671,18.642429999999997,17.12115,16.44479,16.0917,15.86532,1.0,0.06179062
2685,18.41359,17.12964,16.60618,16.39397,16.28629,0.0,0.00014486219999999998
2692,19.03923,17.82605,17.24667,16.886029999999998,16.68269,1.0,0.07344505
2698,18.950470000000003,17.68758,17.12254,16.779729999999997,16.530079999999998,1.0,0.06461506
2702,18.63109,17.225939999999998,16.4917,16.09146,15.83501,1.0,0.07181668
2713,18.81832,17.32,16.648039999999998,16.46499,16.19807,0.0,6.582699999999999e-05
2719,18.45938,17.23775,16.796789999999998,16.58371,16.48639,1.0,0.01309398
2730,19.14948,17.56009,16.9497,16.71617,16.443929999999998,0.0,0.003617445
2742,18.5599,17.27896,16.62966,16.18877,15.951929999999999,1.0,0.07668353
2745,18.73084,17.453429999999997,16.802989999999998,16.5269,16.34597,0.0,0.00032779129999999996
2753,19.0992,17.82696,17.212239999999998,16.857229999999998,16.628870000000003,1.0,0.06053967
2756,18.61714,17.13486,16.52555,16.18281,15.999189999999999,1.0,0.05608479
2788,18.64278,17.10205,16.4804,15.88405,15.55884,1.0,0.07566444
2798,18.624229999999997,17.27525,16.63997,16.26287,15.99937,1.0,0.03726039
2822,18.70542,17.49343,16.927310000000002,16.53438,16.353679999999997,1.0,0.06413712
2825,18.768520000000002,17.305039999999998,16.70665,16.49837,16.39595,0.0,0.0001771265
2840,18.50449,17.16411,16.63146,16.3281,16.182760000000002,1.0,0.05618017
2845,19.14643,17.805770000000003,17.14462,16.78073,16.50809,1.0,0.07833365
2852,18.80194,17.34155,16.71855,16.53193,16.442439999999998,0.0,0.0005879812000000001
2890,18.48811,17.42064,16.941010000000002,16.569860000000002,16.40705,1.0,0.05654717
2899,18.74411,17.65596,17.15183,16.9398,16.83849,0.0,0.0005006089
2903,18.94042,17.75565,17.36495,17.11983,16.942829999999997,1.0,0.03925649
2910,18.94258,17.511689999999998,16.883129999999998,16.51918,16.308870000000002,1.0,0.07644171
2913,18.810589999999998,17.73399,17.306810000000002,17.048379999999998,16.89121,1.0,0.05388565
2918,18.32868,16.77607,16.18347,15.957989999999999,15.821670000000001,0.0,-2.891493e-05
2924,19.18603,17.70044,17.03622,16.65308,16.34829,1.0,0.04753242
2927,18.77909,17.47654,16.98466,16.78642,16.70489,0.0,1.366213e-05
