,u,g,r,i,z,class,redshift
30271,18.589760000000002,17.47464,16.98162,16.61206,16.403570000000002,1.0,0.06551587
30272,18.68344,17.43169,16.93658,16.74529,16.66604,0.0,5.527364e-06
30274,18.776410000000002,17.17606,16.55947,16.32529,16.22524,0.0,5.731266000000001e-06
30278,18.47906,17.264,16.75573,16.4534,16.215220000000002,1.0,0.02645754
30280,18.83664,17.38769,16.828129999999998,16.51641,16.38619,1.0,0.04463023
30282,19.18424,17.69918,16.90721,16.46111,16.1594,1.0,0.07509077
30292,19.10187,17.82706,17.37646,17.01209,16.83823,1.0,0.06395097
30297,19.18444,17.52404,16.66901,16.22334,15.85724,1.0,0.06320173
30298,18.87071,17.256510000000002,16.52945,16.180320000000002,15.923929999999999,1.0,0.05023945
30306,18.244020000000003,17.02111,16.47635,16.1495,15.931239999999999,1.0,0.05206966
30307,19.17294,17.0463,16.12172,15.80204,15.6023,0.0,8.95864e-05
30312,18.72864,17.609170000000002,17.0129,16.64759,16.45249,1.0,0.07573769999999999
30318,18.32708,17.04234,16.54836,16.20735,16.02522,1.0,0.05365435
30324,18.91304,17.241310000000002,16.391389999999998,15.983770000000002,15.675820000000002,1.0,0.05823299
30337,18.93364,17.50414,17.11338,16.8787,16.749470000000002,1.0,0.05327488
30344,18.346870000000003,17.02746,16.54485,16.39425,16.31231,0.0,8.9231e-05
30348,18.47354,17.16964,16.47791,16.073,15.80124,1.0,0.06824379
30350,18.17867,17.08363,16.60622,16.35574,16.165370000000003,1.0,0.04157095
30355,19.21671,17.54721,16.82897,16.50095,16.33009,0.0,-2.122728e-05
30362,18.16075,17.1819,16.80578,16.55191,16.3938,1.0,0.03628599
30363,18.187,17.042370000000002,16.562170000000002,16.25134,16.05678,1.0,0.05524976
30371,18.74831,17.57837,17.07209,16.76981,16.59887,1.0,0.04456278
30373,18.54645,17.498160000000002,17.05825,16.72871,16.557479999999998,1.0,0.07035959
30384,18.723,17.5352,17.002779999999998,16.700979999999998,16.491989999999998,1.0,0.02986144
30385,18.58257,17.472189999999998,17.023,16.8044,16.614,1.0,0.02336282
30386,18.86651,17.41123,16.77315,16.3787,16.202070000000003,1.0,0.06510802
30393,19.04095,17.59636,17.15955,16.90747,16.79413,1.0,0.04293927
30396,19.07991,17.48593,16.61674,16.14157,15.71669,1.0,0.04244153
30404,18.21497,17.017229999999998,16.46891,16.10145,15.89096,1.0,0.06622621
30407,18.846529999999998,17.67251,17.233710000000002,16.95195,16.85591,1.0,0.05369125
30445,18.35051,17.290760000000002,16.60276,16.26026,16.04511,1.0,0.07394845
30449,18.403010000000002,17.27156,16.80305,16.56231,16.3873,1.0,0.02673384
30463,18.34455,17.35245,16.976770000000002,16.58706,16.51857,1.0,0.06904735
30464,18.621,17.63351,17.28716,17.04384,16.834970000000002,1.0,0.03653669
30470,18.6237,17.532339999999998,17.1083,16.848229999999997,16.67469,1.0,0.03311794
30480,18.97958,17.56482,16.87119,16.484679999999997,16.19118,1.0,0.05736246
30487,18.9103,17.57495,16.90784,16.53414,16.25167,1.0,0.07639663
30500,18.65781,16.93487,16.232689999999998,15.885110000000001,15.63347,1.0,0.05489564
30502,18.67601,17.483610000000002,17.00381,16.7768,16.65655,0.0,-2.94756e-05
30505,18.66134,17.46015,16.78134,16.43427,16.153270000000003,1.0,0.05015449
30511,18.71319,17.45804,17.15929,17.02561,16.82357,1.0,0.02662366
30518,18.25597,16.95185,16.398889999999998,16.048189999999998,15.835970000000001,1.0,0.06261364
30526,18.73019,17.64215,17.25804,17.007270000000002,16.83235,1.0,0.0656267
30535,19.2456,17.69839,17.31684,17.10311,16.98339,1.0,0.02710448
30538,18.9788,17.374489999999998,16.662860000000002,16.3006,16.07535,1.0,0.06747735
30539,18.56389,17.277929999999998,16.752660000000002,16.438679999999998,16.23725,1.0,0.03934251
30548,18.85734,17.73408,17.23882,17.0183,16.90521,0.0,8.042349e-05
30552,18.38235,17.18371,16.63639,16.33279,16.13591,1.0,0.04607335
30554,18.96327,17.150760000000002,16.31881,15.936779999999999,15.61307,1.0,0.04543817
30558,19.0703,17.45143,16.71317,16.3566,16.126739999999998,1.0,0.02704291
30560,18.519479999999998,17.108970000000003,16.59575,16.40413,16.29964,0.0,-9.233488e-06
30571,19.089570000000002,17.77223,17.15922,16.890610000000002,16.67284,1.0,0.01704793
30582,18.62758,17.60781,17.20368,17.01074,16.99203,1.0,0.04119991
30584,18.92233,17.602610000000002,17.140060000000002,16.97767,16.92257,0.0,-8.548335e-06
30592,18.98187,17.620379999999997,16.99353,16.63087,16.400270000000003,1.0,0.06407266
30606,18.68972,17.496979999999997,16.91306,16.616329999999998,16.389120000000002,1.0,0.03310602
30612,19.20266,17.36741,16.478720000000003,15.958029999999999,15.593470000000002,1.0,0.06154593
30624,18.99955,17.75998,17.18057,16.78925,16.53049,1.0,0.05610077
30631,18.2394,16.96499,16.32493,15.94622,15.69536,1.0,0.06975528
30636,18.245810000000002,17.01784,16.4407,16.08245,15.8334,1.0,0.06017264
30646,19.13193,17.773979999999998,17.11178,16.704320000000003,16.43729,1.0,0.05233022
30654,19.04074,17.791729999999998,17.29715,16.97379,16.83219,1.0,0.07427692
30662,18.15173,17.06225,16.52189,16.17268,15.985510000000001,1.0,0.0602388
30671,18.30706,17.35288,17.10025,16.96217,16.89409,1.0,0.02319976
30673,18.753420000000002,17.623160000000002,17.26961,17.04603,16.91394,1.0,0.05206972
30676,18.96363,17.745,17.14188,16.83234,16.66681,1.0,0.06107765
30697,18.33979,17.10717,16.66995,16.514570000000003,16.476589999999998,0.0,0.0002044918
30699,19.24791,17.376089999999998,16.483629999999998,16.08052,15.756210000000001,1.0,0.07746256
30711,18.73079,17.58416,17.1572,16.89734,16.72193,1.0,0.04622715
30718,18.73256,17.43959,16.88877,16.65943,16.54446,0.0,0.0002700723
30728,18.631320000000002,17.46653,16.96978,16.65846,16.48307,1.0,0.07694582
30731,19.18879,17.34925,16.452270000000002,16.033260000000002,15.718539999999999,1.0,0.07659199
30734,18.46405,17.45338,17.10181,16.86424,16.73232,1.0,0.04623349
30740,18.5576,16.97074,16.4396,16.26217,16.19077,0.0,0.00016608849999999998
30745,18.91587,17.46229,16.85051,16.51641,16.290789999999998,1.0,0.05973697
30758,19.22821,17.53509,16.73649,16.342010000000002,16.07068,1.0,0.04983108
30773,19.24687,17.90099,17.25962,16.88885,16.634079999999997,1.0,0.06995748
30791,18.73347,17.25849,16.54508,16.140520000000002,15.829279999999999,1.0,0.04379644
30792,18.832729999999998,17.31895,16.64539,16.25822,16.01547,1.0,0.06212581
30796,18.74895,17.26527,16.46696,16.00287,15.672820000000002,1.0,0.07316275
30800,18.75716,17.455479999999998,16.980610000000002,16.70649,16.535020000000003,1.0,0.03447294
30825,18.28238,17.0487,16.60789,16.466839999999998,16.39921,0.0,1.900655e-05
30838,18.52983,17.08985,16.36274,15.95819,15.68159,1.0,0.07186297
30841,19.01221,17.47792,16.79364,16.539379999999998,16.41164,0.0,7.38612e-05
30848,19.04576,17.720570000000002,17.21206,17.03651,16.959889999999998,0.0,8.239443000000001e-05
30874,18.39122,17.152420000000003,16.6633,16.38117,16.225379999999998,1.0,0.06222897
30885,19.21528,17.69368,17.01667,16.66319,16.385379999999998,1.0,0.0626903
30897,18.8709,17.66633,17.1368,16.85645,16.643,1.0,0.0276863
30899,18.43221,17.09864,16.54384,16.25242,16.01105,1.0,0.04558222
30908,18.30958,16.86224,16.23927,15.959370000000002,15.8266,0.0,8.030713000000001e-05
30927,18.28499,17.00378,16.53661,16.16605,16.021060000000002,1.0,0.04627169
30930,18.82656,17.18485,16.32534,15.90487,15.587620000000001,1.0,0.06708042
30936,18.5691,17.254260000000002,16.76476,16.4457,16.26549,1.0,0.03950793
30948,18.34458,17.14811,16.68992,16.40213,16.11749,1.0,0.03662695
30954,18.524420000000003,17.26314,16.72055,16.421670000000002,16.20523,1.0,0.04754208
30961,18.96311,17.740779999999997,17.29318,17.01458,16.873620000000003,1.0,0.07827648
30974,18.316,16.92618,16.37702,16.02969,15.79646,1.0,0.07254773
30985,19.16561,17.57062,16.84542,16.46448,16.16904,1.0,0.04835856
30989,19.08834,17.71348,17.1425,16.97635,16.91628,0.0,1.659183e-05
30996,18.768810000000002,17.45597,17.05317,16.77698,16.64219,1.0,0.07116934
31000,19.02072,17.83524,17.32863,17.09812,16.9841,1.0,0.02352958
31023,18.90485,17.74906,17.22964,16.87303,16.69819,1.0,0.07215285
31043,18.85836,17.29233,16.93884,16.87596,16.785610000000002,0.0,0.0002025327
31053,18.44368,16.90407,16.27984,15.99115,15.75954,1.0,0.0458157
31069,18.21007,17.14849,16.85834,16.74785,16.73529,0.0,0.0005515299
31078,19.19117,17.40654,16.50933,16.07563,15.69355,1.0,0.07306919
31102,18.599510000000002,17.04009,16.32684,16.0044,15.78101,1.0,0.02344234
31107,18.53829,17.551029999999997,17.065160000000002,16.85526,16.74448,0.0,0.0003623643
31116,18.87576,17.57483,17.030170000000002,16.7014,16.49488,1.0,0.06947508
31117,18.357670000000002,17.20769,16.39635,16.08069,15.79659,1.0,0.03333902
31132,19.14961,17.80981,17.07187,16.65964,16.42335,1.0,0.06409951
31135,18.55665,17.389310000000002,16.91325,16.73057,16.630589999999998,0.0,3.014744e-05
31155,18.371760000000002,17.00627,16.26517,15.88349,15.55264,1.0,0.02882172
31177,18.18869,17.17478,16.82976,16.70255,16.658160000000002,0.0,0.0007580641000000001
31216,18.37799,17.14124,16.669520000000002,16.42587,16.20095,1.0,0.04184965
31220,19.01444,17.20666,16.36894,15.9574,15.665479999999999,1.0,0.07282693
31232,18.712989999999998,17.49294,17.03977,16.75008,16.54974,1.0,0.05716871
31261,18.8329,17.3991,16.60001,16.21153,15.898970000000002,1.0,0.06127778
31262,18.5147,17.42989,16.95974,16.6098,16.39641,1.0,0.05432064
31275,18.620739999999998,17.44121,17.0722,16.7925,16.664620000000003,1.0,0.03559735
31291,18.54893,17.46588,16.97488,16.678810000000002,16.48982,1.0,0.0463461
31293,18.26555,17.18155,16.73046,16.552529999999997,16.47196,0.0,8.236169e-05
31298,18.488789999999998,17.17631,16.6736,16.3805,16.18658,1.0,0.05016702
31303,18.45536,17.38595,17.08809,16.97052,16.97798,0.0,1.03928e-05
31305,18.44255,17.310589999999998,16.87012,16.694760000000002,16.64047,0.0,4.922313e-05
31314,18.96353,17.24565,16.459039999999998,16.10511,15.8615,0.0,0.0001958884
31338,18.61777,17.19462,16.46165,16.04338,15.718820000000001,1.0,0.04615434
31344,18.88555,17.66457,17.26882,17.013720000000003,16.923479999999998,1.0,0.05708028
31375,19.0944,17.516479999999998,16.5964,16.02673,15.70793,0.0,0.00014778530000000002
31380,19.21966,17.508129999999998,16.55358,16.01432,15.599210000000001,1.0,0.03548177
31382,18.65348,17.50749,16.98636,16.669,16.48595,1.0,0.06547566
31384,18.83821,17.54222,16.91726,16.51165,16.20777,1.0,0.05453553
31389,18.431079999999998,17.40765,16.98779,16.845489999999998,16.7866,0.0,0.0003983753
31397,18.815579999999997,17.113529999999997,16.34518,15.96091,15.700239999999999,1.0,0.02574867
31400,18.93018,17.63672,17.07617,16.772679999999998,16.52396,1.0,0.07139759
31407,18.19728,16.97116,16.57647,16.41506,16.37465,0.0,0.0001495073
31421,18.47716,17.20273,16.64416,16.29145,16.11219,1.0,0.07625710000000001
31430,19.079929999999997,17.526320000000002,16.80343,16.44245,16.166629999999998,1.0,0.07878857
31436,18.82687,17.04017,16.26344,15.91409,15.65444,1.0,0.04406963
31437,18.41144,17.0533,16.487820000000003,16.176560000000002,15.94731,1.0,0.04557652
31454,18.82809,17.28069,16.63373,16.36361,16.22053,0.0,0.0001165046
31484,18.4251,17.49469,17.19462,17.02843,16.98007,1.0,0.02578267
31498,18.85276,17.51,16.93946,16.63553,16.389429999999997,1.0,0.07237668
31502,19.008879999999998,17.725579999999997,17.23881,16.92152,16.66895,1.0,0.05603749
31542,18.69691,17.459329999999998,17.02494,16.82232,16.871570000000002,1.0,0.01483826
31558,18.7444,17.48324,16.933239999999998,16.71844,16.58333,0.0,6.862906999999999e-05
31564,19.01065,17.42219,16.768810000000002,16.388939999999998,16.13089,1.0,0.06822966
31571,18.778679999999998,17.3341,16.71245,16.3764,16.18918,1.0,0.005859446
31576,18.40498,17.27099,16.8426,16.56606,16.375729999999997,1.0,0.05100304
31588,18.87664,17.64842,17.16627,16.98621,16.934070000000002,0.0,1.3383870000000002e-05
31589,18.31081,16.80623,16.25787,16.044079999999997,15.961479999999998,0.0,2.7199490000000002e-05
31627,18.18029,17.02701,16.608079999999998,16.3755,16.19349,1.0,0.04267693
31635,18.90318,17.48613,16.8454,16.473470000000002,16.19953,1.0,0.07533781
31637,19.008020000000002,17.2,16.306739999999998,15.84804,15.56161,1.0,0.07702971
31639,18.33199,16.97675,16.3125,15.90226,15.61314,1.0,0.07075516
31645,18.28856,17.305020000000003,16.950229999999998,16.8166,16.77747,0.0,6.6326e-05
31650,18.36561,17.403129999999997,17.080379999999998,16.849320000000002,16.7094,1.0,0.05128909
31658,18.56074,17.35744,17.00563,16.7475,16.50202,1.0,0.05604188
31662,18.85738,17.01259,16.26095,15.99275,15.83561,0.0,5.696246999999999e-05
31666,18.339679999999998,17.19471,16.70629,16.49706,16.40255,0.0,0.0007717558999999999
31673,19.19903,17.37049,16.60667,16.22646,15.93997,1.0,0.042203199999999996
31678,18.59081,17.513279999999998,17.0828,16.76936,16.623639999999998,1.0,0.06583706
31686,18.27954,16.95253,16.2895,15.9105,15.754370000000002,1.0,0.07706358
31687,19.20046,17.71552,17.03333,16.60463,16.32292,1.0,0.06972797
31715,18.8393,17.30978,16.476860000000002,16.09827,15.81238,1.0,0.03470937
31719,18.177429999999998,17.11792,16.65635,16.33602,16.15164,1.0,0.05371075
31721,19.012710000000002,17.091920000000002,16.601960000000002,16.548579999999998,16.34171,1.0,0.02231553
31728,19.20124,17.26773,16.32777,15.88565,15.54861,1.0,0.06998098
31729,18.96077,17.61621,17.04469,16.80123,16.67345,1.0,0.03022176
31734,18.57033,17.093420000000002,16.47674,16.22025,16.10136,0.0,0.0005594948000000001
31743,18.29521,17.28221,16.97925,16.71414,16.58693,1.0,0.06902011
31750,18.2312,17.00488,16.636570000000003,16.49865,16.41177,0.0,0.00016869200000000002
31751,18.59712,17.53292,17.19537,17.02679,16.91366,1.0,0.0
31753,19.15168,17.87653,17.275760000000002,16.88252,16.66079,1.0,0.07439835
31755,18.9225,17.57214,17.10179,16.87554,16.73413,1.0,0.03700409
31756,18.37207,17.26097,16.71614,16.33784,16.11648,1.0,0.06725175
31778,18.36032,17.20966,16.84305,16.7019,16.65324,0.0,-7.178272e-06
31785,18.49636,17.22348,16.46977,16.01634,15.735420000000001,1.0,0.07867654
31787,18.43427,17.37642,17.02598,16.86049,16.83466,0.0,0.00091721
31790,18.161070000000002,16.90636,16.30209,15.92087,15.663039999999999,1.0,0.05788066
31807,18.486439999999998,17.08483,16.44399,16.08008,15.810260000000001,1.0,0.06463963
31822,18.81641,17.30309,16.51961,16.0657,15.757,1.0,0.07835338
31824,18.57615,17.366870000000002,17.0085,16.82145,16.71539,1.0,0.02778657
31828,18.58503,17.199360000000002,16.675710000000002,16.43648,16.257929999999998,1.0,0.0429282
31829,18.450689999999998,17.0652,16.42478,16.126620000000003,15.97207,0.0,0.0009656408
31851,18.71521,17.580029999999997,17.04576,16.63256,16.43274,1.0,0.07675542
31852,18.99525,17.46667,16.77368,16.35199,16.064429999999998,1.0,0.04965956
31859,19.180039999999998,17.86873,17.1738,16.73011,16.46987,1.0,0.07771759
31864,18.92192,17.87527,17.37685,16.99035,16.85257,1.0,0.07107691
31867,18.73047,17.540229999999998,16.9422,16.596429999999998,16.37979,1.0,0.05056699
31883,19.11102,17.73166,17.25705,16.99544,16.849239999999998,1.0,0.06160428
31887,18.349870000000003,17.422520000000002,17.088929999999998,16.7783,16.57876,1.0,0.05047237
31889,18.676820000000003,17.57498,16.9256,16.52586,16.36027,1.0,0.06813322
31906,19.13824,17.15401,16.26365,15.8451,15.54984,1.0,0.06219499
31907,18.3711,17.08233,16.614320000000003,16.3335,16.15997,1.0,0.04505889
31910,19.08255,17.1702,16.279220000000002,15.868970000000001,15.574520000000001,1.0,0.07753912
31930,18.72705,17.24545,16.67199,16.450039999999998,16.34777,0.0,0.00017489
31940,18.605520000000002,17.2851,16.73303,16.393179999999997,16.30195,1.0,0.06005561
31949,18.641560000000002,17.113889999999998,16.38223,15.958520000000002,15.6671,1.0,0.060743700000000005
31961,18.57984,17.68045,17.32958,17.05304,16.88758,1.0,0.06302415
31971,18.336270000000003,17.12472,16.627229999999997,16.336470000000002,16.151,1.0,0.07090436
31972,18.44912,17.23133,16.722089999999998,16.48706,16.3458,1.0,0.02021335
31973,19.045379999999998,17.52195,16.70984,16.24992,15.93034,1.0,0.05680740000000001
31974,18.80213,17.78021,17.11151,16.942870000000003,16.90841,0.0,0.0004948384
31979,19.23191,17.54401,16.75974,16.41809,16.12858,1.0,0.04527336
31981,18.76032,17.573339999999998,17.06073,16.73951,16.59394,1.0,0.04549773
31999,18.49409,17.47146,17.1193,16.96527,16.94267,0.0,0.0005979564
32011,19.19249,17.864279999999997,17.19656,16.81869,16.56608,1.0,0.07737795
32013,18.94603,17.63415,17.064770000000003,16.7361,16.49362,1.0,0.04786012
32046,18.88492,17.30816,16.49512,16.026120000000002,15.628160000000001,1.0,0.03405373
32052,18.6031,16.95247,16.20844,15.85144,15.56981,1.0,0.03222511
32053,18.83845,17.5475,17.17514,16.95061,16.726470000000003,1.0,0.0355259
32074,19.01126,17.70257,17.12525,16.75935,16.55112,1.0,0.07335692
32076,18.817320000000002,17.64228,17.20586,16.95776,16.834670000000003,1.0,0.02065376
32082,18.799220000000002,17.65714,17.10069,16.74945,16.59541,1.0,0.06877113
32093,19.08578,17.18148,16.293879999999998,15.87088,15.56211,1.0,0.06753855
32097,18.49057,17.37206,16.9569,16.77166,16.63864,1.0,0.01417568
32102,18.40779,16.98544,16.3033,15.90696,15.657079999999999,1.0,0.06352235
32104,18.350070000000002,17.26206,16.71898,16.39956,16.1502,1.0,0.03804382
32105,18.86767,17.61855,17.049229999999998,16.7036,16.47857,1.0,0.07376532
32116,18.80216,17.65512,17.25294,16.98623,16.98811,1.0,0.006041894
32118,18.48126,17.29371,16.961029999999997,16.73411,16.601770000000002,1.0,0.03921012
32121,19.25079,17.30562,16.41046,15.98144,15.64776,1.0,0.05683285
32124,19.18996,17.42679,16.59735,16.2097,15.911320000000002,1.0,0.0708575
32132,19.05305,17.69311,17.06101,16.832829999999998,16.72506,0.0,6.328029000000001e-05
32159,18.96131,17.17762,16.40261,16.02523,15.71597,1.0,0.03284452
32165,19.16019,17.75273,17.129720000000002,16.76575,16.511879999999998,1.0,0.04443115
32172,18.79458,17.56022,16.98921,16.61281,16.364420000000003,1.0,0.07539304
32186,18.74839,17.210279999999997,16.46017,16.03425,15.71614,1.0,0.06911027
32199,18.43036,17.55097,17.24004,16.992620000000002,16.82783,1.0,0.05244223
32218,18.78814,17.57105,17.06298,16.7405,16.55565,1.0,0.0495133
32225,19.04552,17.294829999999997,16.620739999999998,16.36867,16.26933,0.0,0.0001581492
32228,18.91827,17.08125,16.24595,15.85924,15.561539999999999,1.0,0.05851374
32239,18.73473,17.37508,16.7595,16.48075,16.18034,1.0,0.03510596
32262,18.99638,17.31097,16.51778,16.1415,15.85951,1.0,0.03777719
32267,18.28069,16.91101,16.37696,16.1864,16.10429,0.0,-1.82997e-05
32274,18.32817,16.888279999999998,16.239079999999998,15.905289999999999,15.69696,1.0,0.06530943
32290,18.78327,17.333029999999997,16.66516,16.28314,15.98984,1.0,0.07020468
32316,18.825129999999998,17.533279999999998,16.98599,16.65718,16.423920000000003,1.0,0.06139326
32318,18.95533,17.269370000000002,16.61726,16.25695,16.03272,1.0,0.06061533
32323,18.77555,17.45286,16.87451,16.528589999999998,16.353279999999998,1.0,0.07715262
32332,19.092129999999997,17.478270000000002,16.8162,16.5317,16.382939999999998,0.0,3.637532e-05
32344,18.87846,17.707,17.191329999999997,16.93354,16.76756,1.0,0.05361771
32350,18.86724,17.48669,16.938760000000002,16.6578,16.55425,1.0,0.07671610000000001
32351,18.916970000000003,17.78181,17.29717,16.96078,16.77351,1.0,0.06032031
32359,19.23433,17.1549,16.66628,16.36417,16.165329999999997,1.0,0.05192629
32390,18.80644,17.31437,16.67521,16.42521,16.3302,0.0,0.0001948925
32391,18.4848,17.01765,16.39017,16.07284,15.80158,1.0,0.03475637
32410,18.55479,17.55862,17.14154,16.87163,16.68995,1.0,0.03369588
32427,19.02349,17.780520000000003,17.24648,16.90176,16.74484,1.0,0.07166512
32430,18.57425,17.462970000000002,17.14941,16.91752,16.81428,1.0,0.06969836
32447,19.17465,17.80419,17.21266,16.865389999999998,16.5986,1.0,0.05174668
32448,18.95496,17.11721,16.27235,15.86905,15.551520000000002,1.0,0.05789255
32457,18.6689,17.1231,16.3291,15.92629,15.62783,1.0,0.02948953
32464,19.08395,17.42925,16.74452,16.4917,16.335160000000002,0.0,0.00036143510000000005
32483,19.17762,17.861810000000002,17.3736,17.08869,16.98131,1.0,0.04976086
32489,18.35807,17.526229999999998,17.26913,17.10799,16.97547,1.0,0.02949609
32506,18.64444,17.43187,16.99527,16.67809,16.542270000000002,1.0,0.07445650000000001
32520,19.10034,17.381220000000003,16.5892,16.206429999999997,15.893529999999998,1.0,0.0344609
32532,18.89013,17.64175,17.1434,16.7582,16.555670000000003,1.0,0.06183237
32552,19.214010000000002,17.43057,16.86615,16.671020000000002,16.42274,0.0,8.080151e-05
32559,18.91183,17.5834,16.98324,16.57442,16.33311,1.0,0.07790197
32562,18.80046,17.42323,16.88109,16.63008,16.49434,0.0,6.010871999999999e-05
32563,18.70942,17.31338,16.76308,16.51142,16.35112,0.0,5.823085e-05
32567,18.581139999999998,17.374779999999998,16.84198,16.56256,16.34497,1.0,0.02400652
32568,18.27505,17.04212,16.6253,16.34101,16.21521,1.0,0.0642192
32571,19.16058,17.34395,16.52192,16.14234,15.80371,1.0,0.05012199
32577,18.829929999999997,17.32706,16.63014,16.26077,15.99562,1.0,0.05455614
32584,18.88182,17.78295,17.226860000000002,16.94142,16.77444,1.0,0.04255571
32606,18.235960000000002,16.81233,16.20474,15.8261,15.55445,1.0,0.04775406
32618,18.723779999999998,17.58839,17.1674,16.96555,16.833479999999998,1.0,0.03666694
32641,18.42235,17.00915,16.37506,16.02918,15.75844,1.0,0.05260216
32659,18.32173,17.035320000000002,16.38095,16.07325,15.86885,1.0,0.05983221
32683,18.15745,17.06488,16.65273,16.312070000000002,16.17295,1.0,0.07340988
32693,19.0938,17.66432,17.06444,16.67628,16.46132,1.0,0.04767932
32697,19.09875,17.4299,16.54212,16.07037,15.68849,1.0,0.04876593
32700,19.11459,17.87066,17.31245,16.99939,16.77968,1.0,0.03130176
32705,18.16911,16.998170000000002,16.43725,16.091639999999998,15.867420000000001,1.0,0.05340489
32710,18.703,17.531670000000002,17.02828,16.791520000000002,16.68435,0.0,0.00036526129999999996
32717,18.81351,17.54339,16.799970000000002,16.6386,16.82947,0.0,3.545078e-05
32727,19.10164,17.51665,16.76032,16.408170000000002,16.108929999999997,1.0,0.04673552
32728,18.40754,17.47749,17.12481,16.89038,16.75369,1.0,0.03389098
32735,18.47379,17.2917,16.65664,16.25433,16.00264,1.0,0.07748567
32736,19.03535,17.76184,17.23486,16.89612,16.67043,1.0,0.07667208
32742,18.97791,17.20652,16.39997,15.996970000000001,15.701210000000001,1.0,0.06248007
32749,18.6622,17.52771,16.974610000000002,16.619139999999998,16.44439,1.0,0.06210963
32786,19.027160000000002,17.32299,16.58134,16.22692,15.9443,1.0,0.03210787
32788,19.22171,17.712429999999998,17.162670000000002,16.96469,16.87494,0.0,5.1879440000000006e-05
32790,18.215999999999998,17.4436,16.96385,16.67906,16.73206,1.0,0.01927035
32794,18.898120000000002,17.68519,17.28782,17.01093,16.88884,1.0,0.04996244
32819,18.35068,17.1323,16.693379999999998,16.5298,16.45769,0.0,0.000164416
32824,18.75945,17.6037,17.05784,16.76098,16.56494,1.0,0.04525335
32830,18.62138,17.1455,16.5395,16.1742,15.919629999999998,1.0,0.0675998
32832,19.04705,17.2455,16.37205,15.96136,15.61726,1.0,0.06827875
32847,18.4821,17.12454,16.396320000000003,16.02286,15.753029999999999,1.0,0.06515161
32853,18.57786,17.38516,16.73866,16.372970000000002,16.18584,1.0,0.07451502
32859,19.20422,17.46647,16.53169,16.04439,15.74199,1.0,0.0609952
32863,18.68745,17.45786,17.0012,16.7731,16.64497,1.0,0.03243119
32867,18.9634,17.45777,16.87071,16.65758,16.54525,0.0,0.0001372306
32879,19.12872,17.63576,16.899060000000002,16.50676,16.13792,1.0,0.04892114
32885,19.06018,17.302629999999997,16.41883,15.996129999999999,15.653139999999999,1.0,0.07280161
32902,18.619670000000003,17.31681,16.77786,16.56972,16.468239999999998,0.0,0.0001675666
32906,19.11789,17.64462,17.06938,16.75955,16.42976,1.0,0.044427499999999995
32911,18.75693,17.49375,16.9115,16.52775,16.30506,1.0,0.05595241
32924,18.48499,17.318170000000002,16.82055,16.57978,16.43727,0.0,0.0002395145
32928,19.138070000000003,17.19783,16.44002,16.14689,15.99405,0.0,9.095305e-05
32930,18.988139999999998,17.27608,16.44075,16.00256,15.62305,1.0,0.06426564
32936,19.036920000000002,17.47694,16.65019,16.199289999999998,15.85839,1.0,0.0551724
32942,18.83904,17.393539999999998,16.695510000000002,16.335910000000002,16.03695,1.0,0.05822099
32964,18.44697,17.48392,17.169529999999998,16.915429999999997,16.79441,1.0,0.05211735
32966,19.1025,17.30505,16.53593,16.14208,15.87364,1.0,0.03604549
32970,19.213379999999997,17.29348,16.40221,15.987829999999999,15.668429999999999,1.0,0.04988309999999999
32974,18.47136,17.17868,16.59891,16.24244,15.99445,1.0,0.05689956
32975,18.369870000000002,17.33713,16.885839999999998,16.55167,16.38026,1.0,0.07074657
32984,18.79186,17.429560000000002,16.82604,16.55743,16.38791,1.0,0.01792455
32987,18.68403,17.46261,16.95726,16.63169,16.458660000000002,1.0,0.06472517
32988,18.74089,17.544529999999998,17.2549,16.99186,16.9505,1.0,0.07144663
32996,18.763170000000002,17.49814,16.93683,16.689629999999998,16.463639999999998,1.0,0.03090897
32998,18.872239999999998,17.42898,16.6802,16.239829999999998,15.93886,1.0,0.05521303
33003,18.830379999999998,17.62172,17.11883,16.78125,16.61608,1.0,0.05224991
33010,18.63102,17.53837,17.13973,16.91934,16.90652,0.0,0.00013510520000000002
33014,18.584,17.18683,16.60008,16.38124,16.29685,0.0,-2.0791220000000003e-05
33020,18.91625,17.56832,16.9862,16.639020000000002,16.36376,1.0,0.07731549
33024,18.23358,17.30045,16.89075,16.693170000000002,16.561729999999997,1.0,0.01662622
33035,19.1054,17.34165,16.56974,16.207729999999998,15.917710000000001,1.0,0.04704673
33039,18.24933,16.88508,16.40915,16.241989999999998,16.1541,0.0,4.822337e-06
33043,18.760270000000002,17.532220000000002,17.157870000000003,16.95001,16.83008,1.0,0.02407504
33044,18.99921,17.229129999999998,16.439320000000002,16.00358,15.697420000000001,1.0,0.06734466
33045,19.1382,17.86131,17.25217,16.88823,16.65462,1.0,0.07420975
33064,18.57514,17.50894,17.097929999999998,16.82638,16.68273,1.0,0.04058363
33069,18.43054,17.27971,16.82317,16.48519,16.32957,1.0,0.07212581
33073,18.62872,17.561770000000003,17.09809,16.91408,16.84415,0.0,1.1488810000000002e-05
33089,18.66228,17.405739999999998,16.79356,16.40835,16.183320000000002,1.0,0.06075687
33093,19.15866,17.56816,17.13636,16.75046,16.28985,1.0,0.05314354
33097,18.961029999999997,17.50656,16.97091,16.786920000000002,16.724,0.0,0.0002144531
